Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,01,Animals; live,1,No Quantity,0,,,,0,,12359084,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,0,,,,0,,586901895,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0,,,,0,,195255920,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,0,,,,0,,687233680,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,05,Animal originated products; not elsewhere specified or included,1,No Quantity,0,,,,0,,114166068,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,100589227,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,80585854,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,186163355,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,431044018,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,138586674,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,186612650,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,159026375,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,35838681,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,800275,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,189585233,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,0,,,,0,,481607776,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,145375034,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,694531630,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,697009624,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,513418782,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,21,Miscellaneous edible preparations,1,No Quantity,0,,,,0,,587018615,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,22,"Beverages, spirits and vinegar",1,No Quantity,0,,,,0,,436535696,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,23,"Food industries, residues and wastes thereof; prepared animal fodder",1,No Quantity,0,,,,0,,323581412,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,24,Tobacco and manufactured tobacco substitutes,1,No Quantity,0,,,,0,,248880134,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",1,No Quantity,0,,,,0,,182545234,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,26,"Ores, slag and ash",1,No Quantity,0,,,,0,,99470860,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",1,No Quantity,0,,,,0,,1122687008,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",1,No Quantity,0,,,,0,,888307934,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,29,Organic chemicals,1,No Quantity,0,,,,0,,2171476751,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,30,Pharmaceutical products,1,No Quantity,0,,,,0,,4095495155,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,31,Fertilizers,1,No Quantity,0,,,,0,,66732207,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",1,No Quantity,0,,,,0,,1117478013,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",1,No Quantity,0,,,,0,,834880519,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",1,No Quantity,0,,,,0,,743478813,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,35,Albuminoidal substances; modified starches; glues; enzymes,1,No Quantity,0,,,,0,,312619049,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,1,No Quantity,0,,,,0,,17180273,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,37,Photographic or cinematographic goods,1,No Quantity,0,,,,0,,128063598,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,38,Chemical products n.e.c.,1,No Quantity,0,,,,0,,2126609323,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,39,Plastics and articles thereof,1,No Quantity,0,,,,0,,5556909351,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,40,Rubber and articles thereof,1,No Quantity,0,,,,0,,1725055143,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,41,Raw hides and skins (other than furskins) and leather,1,No Quantity,0,,,,0,,45810491,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",1,No Quantity,0,,,,0,,242778486,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,43,Furskins and artificial fur; manufactures thereof,1,No Quantity,0,,,,0,,6851841,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,44,Wood and articles of wood; wood charcoal,1,No Quantity,0,,,,0,,879681604,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,45,Cork and articles of cork,1,No Quantity,0,,,,0,,4190650,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",1,No Quantity,0,,,,0,,4997279,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,1,No Quantity,0,,,,0,,136300667,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",1,No Quantity,0,,,,0,,2225935510,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",1,No Quantity,0,,,,0,,467724326,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,50,Silk,1,No Quantity,0,,,,0,,2548410,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",1,No Quantity,0,,,,0,,10313334,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,52,Cotton,1,No Quantity,0,,,,0,,53892559,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,1,No Quantity,0,,,,0,,3214299,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,54,Man-made filaments; strip and the like of man-made textile materials,1,No Quantity,0,,,,0,,116271433,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,55,Man-made staple fibres,1,No Quantity,0,,,,0,,58219414,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",1,No Quantity,0,,,,0,,188218356,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,57,Carpets and other textile floor coverings,1,No Quantity,0,,,,0,,44989436,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",1,No Quantity,0,,,,0,,32500913,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",1,No Quantity,0,,,,0,,124423295,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,60,Fabrics; knitted or crocheted,1,No Quantity,0,,,,0,,37649131,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,61,Apparel and clothing accessories; knitted or crocheted,1,No Quantity,0,,,,0,,1064822502,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,62,Apparel and clothing accessories; not knitted or crocheted,1,No Quantity,0,,,,0,,1161145716,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",1,No Quantity,0,,,,0,,228178806,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,64,Footwear; gaiters and the like; parts of such articles,1,No Quantity,0,,,,0,,991889858,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,65,Headgear and parts thereof,1,No Quantity,0,,,,0,,53555463,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",1,No Quantity,0,,,,0,,15140958,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",1,No Quantity,0,,,,0,,15966241,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",1,No Quantity,0,,,,0,,424015965,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,69,Ceramic products,1,No Quantity,0,,,,0,,216194424,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,70,Glass and glassware,1,No Quantity,0,,,,0,,729645397,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",1,No Quantity,0,,,,0,,1074721875,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,72,Iron and steel,1,No Quantity,0,,,,0,,2637533310,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,73,Iron or steel articles,1,No Quantity,0,,,,0,,2674399806,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,74,Copper and articles thereof,1,No Quantity,0,,,,0,,921917083,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,75,Nickel and articles thereof,1,No Quantity,0,,,,0,,72403135,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,76,Aluminium and articles thereof,1,No Quantity,0,,,,0,,1499938186,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,78,Lead and articles thereof,1,No Quantity,0,,,,0,,29901671,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,79,Zinc and articles thereof,1,No Quantity,0,,,,0,,72612816,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,80,Tin; articles thereof,1,No Quantity,0,,,,0,,13744487,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,81,"Metals; n.e.c., cermets and articles thereof",1,No Quantity,0,,,,0,,204616439,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",1,No Quantity,0,,,,0,,638797372,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,83,Metal; miscellaneous products of base metal,1,No Quantity,0,,,,0,,698301704,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,84,"Nuclear reactors, boilers, machinery and mechanical appliances; parts thereof",1,No Quantity,0,,,,0,,17347568589,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",1,No Quantity,0,,,,0,,9512334826,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",1,No Quantity,0,,,,0,,171210845,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",1,No Quantity,0,,,,0,,18397145673,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,88,"Aircraft, spacecraft and parts thereof",1,No Quantity,0,,,,0,,14212589075,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,89,"Ships, boats and floating structures",1,No Quantity,0,,,,0,,45829327,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",1,No Quantity,0,,,,0,,4460303040,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,91,Clocks and watches and parts thereof,1,No Quantity,0,,,,0,,342483991,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,92,Musical instruments; parts and accessories of such articles,1,No Quantity,0,,,,0,,62970669,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,93,Arms and ammunition; parts and accessories thereof,1,No Quantity,0,,,,0,,50590983,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",1,No Quantity,0,,,,0,,2086257023,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,95,"Toys, games and sports requisites; parts and accessories thereof",1,No Quantity,0,,,,0,,540688014,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,96,Miscellaneous manufactured articles,1,No Quantity,0,,,,0,,577866018,,,4
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,97,Works of art; collectors' pieces and antiques,1,No Quantity,0,,,,0,,18138557,,,0
H5,2017,2017,2017,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,99,Commodities not specified according to kind,1,No Quantity,0,,,,0,,2558443816,,,0
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,01,Animals; live,1,No Quantity,0,,,,0,,14589836,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,02,Meat and edible meat offal,1,No Quantity,0,,,,0,,569339374,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",1,No Quantity,0,,,,0,,190641279,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",1,No Quantity,0,,,,0,,746678760,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,05,Animal originated products; not elsewhere specified or included,1,No Quantity,0,,,,0,,117938267,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1,No Quantity,0,,,,0,,106419824,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,07,Vegetables and certain roots and tubers; edible,1,No Quantity,0,,,,0,,79817997,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,08,"Fruit and nuts, edible; peel of citrus fruit or melons",1,No Quantity,0,,,,0,,194973922,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,09,"Coffee, tea, mate and spices",1,No Quantity,0,,,,0,,446526107,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,10,Cereals,1,No Quantity,0,,,,0,,100254631,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",1,No Quantity,0,,,,0,,205898317,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",1,No Quantity,0,,,,0,,189940809,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,13,"Lac; gums, resins and other vegetable saps and extracts",1,No Quantity,0,,,,0,,50229207,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,1,No Quantity,0,,,,0,,1033724,,,0
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,15,Animal or vegetable fats and oils and their cleavage products; prepared animal fats; animal or vegetable waxes,1,No Quantity,0,,,,0,,184582445,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,16,"Meat, fish or crustaceans, molluscs or other aquatic invertebrates; preparations thereof",1,No Quantity,0,,,,0,,520389621,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,17,Sugars and sugar confectionery,1,No Quantity,0,,,,0,,158697412,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,18,Cocoa and cocoa preparations,1,No Quantity,0,,,,0,,746949381,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",1,No Quantity,0,,,,0,,739626566,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,20,"Preparations of vegetables, fruit, nuts or other parts of plants",1,No Quantity,0,,,,0,,577820236,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,21,Miscellaneous edible preparations,1,No Quantity,0,,,,0,,637869848,,,4
H5,2018,2018,2018,2,0,2,Export,276,Germany,DEU,251,France,FRA,,,,,,,,22,"Beverages, spirits and vinegar",1,No Quantity,0,,,,0,,491755645,,,4
